outcome,DiD 2020,|placebo|,illustrative bound M=1 low,illustrative bound M=1 high,breakdown M*
cens,-0.04630202003551736,0.042291578477102534,-0.08859359851261989,-0.004010441558414825,1.094828372523058
gap,-0.04344864053990648,0.021080591044914068,-0.06452923158482055,-0.02236804949499241,2.0610731666553037
