symbol,censor_rate,alpha_gap,floor_binds
HPL,0.13636363636363635,0.17129524583225153,0.0
HSPI,0.241112828438949,0.34304865259516526,0.2642967542503864
HTL,0.09013398294762484,0.0972713903281627,0.031668696711327646
HUBC,0.013398294762484775,0.008412766554418555,0.0
HUMNL,0.0024479804161566705,8.355410221830284e-05,1.0
HWQS,0.05569620253164557,0.04636910391020116,0.9860759493670886
IBLHL,0.1025,0.06338125236383524,0.0
ICIBL,0.003663003663003663,0.008929572686504572,1.0
ICL,0.06862745098039216,0.04510678191836007,0.0550122249388753
IGIHL,0.0423841059602649,-0.0008307926161397472,0.0
IGIL,0.1676300578034682,0.09869346781456485,0.1724137931034483
IMS,0.31756756756756754,0.12748243410231444,0.24324324324324326
IMSL,0.21739130434782608,0.4852462333545381,0.364656381486676
INDU,0.024390243902439025,0.030806779993865663,0.0
INIL,0.08913308913308914,0.04572152235409316,0.0
ISL,0.1,0.05329809299196747,0.0
ITTEFAQ,0.06359300476947535,0.07150280508308171,0.753968253968254
JATM,0.06343283582089553,0.017596745068635566,1.0
JDWS,0.11217183770883055,0.0380517737256747,0.0
JGICL,0.05605381165919283,0.01239668144385292,0.0
JLICL,0.060714285714285714,0.0335115851280377,0.0
JOPP,0.23733719247467439,0.34892360807385947,0.011577424023154847
JSBL,0.0012970168612191958,-0.001988874879424146,1.0
JSCL,0.0475609756097561,0.026108304429177387,0.6134146341463415
JSGCL,0.2524271844660194,0.13929100112291176,0.0
JSIL,0.04779411764705882,0.016178743286273972,0.9889908256880734
JSML,0.20877192982456141,0.1402317507518256,0.18150087260034903
JUBS,0.022617124394184167,0.03734192938786457,1.0
JVDC,0.09077598828696926,0.058158511924912504,0.0
KAPCO,0.014723926380368098,0.011440876778583409,0.0
KEL,0.0,3.944871773686742e-08,1.0
KHTC,0.17902097902097902,0.2905425914887998,0.0
KML,0.1746880570409982,0.08518771164975303,0.0017761989342806395
KOHC,0.06105006105006105,0.060932028638735175,0.0
KOHE,0.015197568389057751,0.007345464034425736,0.0
KOHP,0.026825633383010434,0.012045696870544409,1.0
KOIL,0.01015228426395939,0.022391169614106032,1.0
KOSM,0.002442002442002442,0.0033241878572358163,1.0
KSBP,0.11551155115511551,0.16774465846072426,0.0
KSTM,0.08351648351648351,0.038065724339635565,1.0
KTML,0.05913978494623656,0.016197548148606265,0.004032258064516129
LCI,0.02736318407960199,-0.005380262983605166,0.0
LEUL,0.20086705202312138,0.069300909209988,0.8181818181818182
LIVEN,0.1655011655011655,0.012942208215807771,1.0
LOADS,0.09056603773584905,0.10627084724384939,0.2534504391468005
LOTCHEM,0.018315018315018316,0.05820770838407088,1.0
LPGL,0.33618233618233617,0.11229658914989565,0.42329545454545453
LPL,0.010113780025284451,0.026350081990064264,0.5327455919395466
LUCK,0.02679658952496955,0.033299023193257726,0.0
MACFL,0.19197707736389685,0.10705353517189445,0.3104434907010014
MACTER,0.2182741116751269,0.15939733577524914,0.015151515151515152
MARI,0.029304029304029304,0.020481301766808707,0.0
MCB,0.007308160779537149,0.005799822073480371,0.0
MCBIM,0.11177644710578842,-0.02434687106342953,0.017892644135188866
MDTL,0.0,6.093339777191176e-09,1.0
MEBL,0.018726591760299626,0.010182733155431778,0.0
MERIT,0.08364083640836409,0.04891652942246938,0.32678132678132676
MFFL,0.1150278293135436,0.0954861823816649,0.0
MFL,0.08438818565400844,0.0361327505904811,0.0
MIRKS,0.08840864440078586,0.059047948220633195,0.0
MLCF,0.08791208791208792,0.021854950408187385,0.10109622411693057
MRNS,0.09348914858096828,0.050014950634280825,0.0
