symbol,n,censor_rate,omega_n,alpha_n,beta_n,ll_n,ok_n,omega_c,alpha_c,beta_c,ll_c,ok_c,omega_l,alpha_l,beta_l,ll_l,ok_l,alpha_gap,alpha_gap_partial,at_boundary,error
GVGL,2310,0.047619047619047616,7.665368356489445e-05,0.16935448395874508,0.7234497576453589,5259.802656856531,True,8.166706573396946e-05,0.24506804823192796,0.6854870491119902,4793.534138367838,True,9.312827635657156e-05,0.2116741869933983,0.67582898404618,4793.947599077592,True,0.04231970303465321,0.07571356427318288,False,
GWLC,2447,0.044544340008173276,8.468925644561857e-05,0.12671506969722468,0.7846096129288447,5154.937647429184,True,0.00012572464452569005,0.19303851332527522,0.7072406322115232,4689.94296291923,True,0.00014530063410904122,0.17998169989946824,0.6847699672557512,4688.653028580775,True,0.053266630202243564,0.06632344362805054,False,
HABSM,2257,0.021267168808152416,2.124341286270114e-05,0.129793240118401,0.8203574977462702,5797.132741630527,True,2.1776623768463066e-05,0.1551190030402863,0.8063774973633783,5573.867745965749,True,2.2833496250334367e-05,0.14130334834231104,0.8087851669185562,5573.615817750866,True,0.011510108223910048,0.02532576292188532,False,
HAEL,1722,0.09117305458768873,0.00015187782438514185,0.138595006096889,0.8195286082632671,2547.8665765919786,True,0.0002247016245600765,0.2577473484377131,0.742252651561527,2018.5931597865385,True,0.00038249702004056,0.2333657281166333,0.6841889091175444,2018.2161384464848,True,0.09477072201974432,0.11915234234082409,False,
HAFL,549,0.08196721311475409,0.0003229942004350527,0.22721338598252683,0.5079498398590907,1104.9943721466316,True,0.00036507838092550806,0.36196035599323656,0.47113762137738385,929.2679218660884,True,0.0003878800661552021,0.3266620380816201,0.4418740893211614,934.990104682134,True,0.09944865209909326,0.13474697001070973,False,
HAL,533,0.18761726078799248,3.012594211665786e-05,0.1304685924649373,0.843635155653371,1103.3482780279887,True,0.00010335143524594872,0.3025213088608888,0.6974786911391091,720.1203452420998,True,0.00010531307408945172,0.2757090289727444,0.6713784650270831,727.3537561261836,True,0.1452404365078071,0.1720527163959515,False,
HALEON,895,0.01675977653631285,7.795955435418857e-06,0.05553794448052208,0.9324955043139471,2086.7482126926016,True,7.935489966674973e-06,0.060708579686786154,0.9298025433921167,2013.8947062563225,True,8.018983247193815e-06,0.05632914582867303,0.931959390081226,2013.4974175840473,True,0.0007912013481509508,0.005170635206264075,False,
HASCOL,2470,0.07004048582995952,0.00010641845642879046,0.20914819592886336,0.7151441792248978,5060.600549345278,True,0.00012219111693540625,0.35268450801288836,0.6473154919865938,4404.541860621369,True,0.0001601258526733421,0.31825913989978394,0.605319641443756,4424.351437726548,True,0.10911094397092058,0.143536312084025,False,
HBL,2473,0.015770319450060657,5.0950377716135426e-05,0.17831040497556597,0.6981574333322638,6347.950181051467,True,6.091627255586535e-05,0.22763143768792865,0.6436675832184864,6166.551998341344,True,6.930179050927611e-05,0.22884051415357348,0.6143267061685894,6168.163133289574,True,0.050530109178007515,0.049321032712362683,False,
HCAR,2472,0.05946601941747573,2.2658435862579067e-05,0.10730274856368688,0.8657400646855311,5555.824927852114,True,2.02935785857575e-05,0.1464503911409561,0.8535496088586663,4949.883979340767,True,3.6276220949339055e-05,0.14515008832386472,0.8188519804462251,4960.762698963783,True,0.037847339760177845,0.039147642577269215,False,
HICL,1780,0.016853932584269662,2.7836986568517353e-05,0.10248748329835997,0.8815663008511732,3511.449662557039,True,3.0048750920534773e-05,0.11394272926881822,0.8739274788605624,3386.256980518061,True,3.239279222515617e-05,0.10854790717105675,0.8732102791409349,3385.5309864829046,True,0.006060423872696785,0.011455245970458258,False,
HINO,2195,0.0510250569476082,4.085155998617976e-05,0.12670372042666755,0.8245028347282205,4844.138293555648,True,4.470935740562004e-05,0.1738350360652124,0.7993974696597657,4373.559121571762,True,6.553500674918097e-05,0.16413151243699514,0.766374881251817,4377.134778868623,True,0.03742779201032759,0.047131315638544835,False,
HINOON,2455,0.018329938900203666,3.288917901686917e-05,0.18944605346450133,0.7280371454031869,6505.325635937006,True,3.098149052140208e-05,0.21352653267015023,0.727171358004729,6295.361058517393,True,3.434900667558771e-05,0.21090712836965295,0.7119356130173489,6299.919869296531,True,0.021461074905151617,0.024080479205648903,False,
HIRAT,2412,0.012023217247097845,0.00010455683494091047,0.19400725606879904,0.7936242180029103,4053.120357486451,True,0.00011045288109182792,0.2195568302586027,0.7784484541726879,3948.429723943618,True,0.0001290468312038087,0.20793409540857435,0.7718696805146861,3936.6659620841097,True,0.013926839339775315,0.025549574189803664,False,
HMB,2433,0.004932182490752158,3.022562110944536e-05,0.11374681867452771,0.7981748307010023,6397.464944900401,True,3.0928669287335486e-05,0.11807320818133618,0.7942791352662748,6334.6501034961775,True,3.136058860733187e-05,0.1163685610463131,0.7932442786008567,6334.438677123855,True,0.0026217423717853905,0.00432638950680847,False,
HPL,2026,0.07107601184600197,8.743322867574424e-05,0.2090635744337121,0.6997256293474099,4374.661822003522,True,0.00011669677244955175,0.3472119787985638,0.6117111747766664,3805.938132203158,True,0.0001807069726110498,0.33400390122112267,0.5134571243392875,3807.6813290106775,True,0.12494032678741057,0.1381484043648517,False,
HRPL,1155,0.013852813852813853,0.00016925419195461776,0.17092282089784486,0.6315340681753537,2491.4511484568784,True,0.0001618967682703675,0.1798912117400796,0.6431266007422288,2419.534797329542,True,0.00015730051579374604,0.1738279093386156,0.6498538394627542,2420.5470523475196,True,0.0029050884407707533,0.008968390842234747,False,
HSM,1307,0.11782708492731446,0.00010853289390490227,0.13803114253833915,0.7544331456834625,2703.442138516165,True,0.00011170708850612285,0.2774386706369627,0.7069145353686622,2095.977693838033,True,0.00018196573296000646,0.24019379778226604,0.6323504854260353,2111.1413661751626,True,0.1021626552439269,0.13940752809862356,False,
HSPI,1035,0.18937198067632852,0.0005254287829061499,0.21165079606824377,0.4593712649359657,1884.6493530162186,True,0.0008181440674108907,0.5797661341939657,0.2824644084719745,1173.6414550886443,True,0.000976814451759658,0.47121510673809186,0.18532921958200593,1190.6482891680732,True,0.2595643106698481,0.36811533812572195,False,
HTL,2471,0.05544314042897612,8.649101930424716e-05,0.14857046056516893,0.7489944690065822,5379.040796326784,True,9.92642881799762e-05,0.2229023853646731,0.7042081838457228,4806.738971663954,True,0.00011274738132017488,0.19629295707151365,0.6915598702231074,4815.778540960741,True,0.04772249650634472,0.07433192479950418,False,
HUBC,2472,0.010113268608414239,6.129635549820178e-05,0.15880360444499697,0.6775653333660122,6383.536319270352,True,5.8748164566693606e-05,0.1657521924136,0.68580658367724,6259.698850091079,True,6.075176139864029e-05,0.16437686339114885,0.6787279227765448,6261.850062447077,True,0.005573258946151877,0.006948587968603037,False,
HUMNL,2472,0.015372168284789644,6.196851301148228e-05,0.16389639634749337,0.7827824855054859,5256.901974103513,True,5.900257967873531e-05,0.1771095243230747,0.782937214637131,5101.3407393013795,True,6.626230371526622e-05,0.17388499102513177,0.7726479832827908,5102.532497647359,True,0.009988594677638407,0.013213127975581329,False,
HUSI,864,0.14930555555555555,4.483700017654797e-05,0.14627280477751375,0.8468066136272514,1427.944707085983,True,8.653326224494888e-05,0.19646068002825262,0.8035393199717471,993.0080726191183,True,7.392926709391376e-05,0.18980558710930712,0.8000089964448751,1009.294368506007,True,0.04353278233179336,0.05018787525073887,False,
HWQS,1650,0.06424242424242424,0.0002802174695856923,0.1490353440031149,0.741377793773984,2698.3734082129295,True,0.00034081272347177046,0.23403594238051184,0.6874540901612101,2325.4044571451354,True,0.00047011550108567416,0.2125693280875746,0.6310376384222703,2330.2133196110804,True,0.06353398408445968,0.08500059837739693,False,
IBFL,1579,0.050031665611146296,4.119649920236246e-05,0.15989044651113085,0.797089298180095,3543.535096196841,True,4.958884320276407e-05,0.22917918664231607,0.7565036225071551,3216.33035160789,True,4.961565177218144e-05,0.19452001812612602,0.7650148550351086,3219.0538142897312,True,0.034629571614995164,0.06928874013118522,False,
IBLHL,2433,0.055487053020961775,5.567514498432787e-05,0.14913870487749736,0.7809216875285023,5455.019046533567,True,6.022699830698574e-05,0.22118581361916037,0.7455378975140643,4891.545060801102,True,6.894560350706252e-05,0.19087375421690708,0.738757908108276,4904.202432926055,True,0.04173504933940972,0.07204710874166301,False,
ICCI,575,0.09739130434782609,0.00021251739324380786,0.14448006082838788,0.7649714364697806,904.4258369456466,True,0.000250060956240013,0.27309022862028737,0.7019141359687238,716.5321475971384,True,0.0011840110910786017,0.388820200443106,0.2789179365765774,719.4478979971399,True,0.24434013961471812,0.1286101677918995,False,
ICI,1531,0.016329196603527107,2.1088077832155636e-05,0.11685885995670336,0.8172763839686366,4077.7582841622816,True,1.9075976825132107e-05,0.12348884486345033,0.8240805105062118,3957.6334996942223,True,1.9267750763223735e-05,0.11465542610456803,0.827481141361297,3957.1155372249236,True,-0.002203433852135339,0.006629984906746961,False,
ICIBL,2471,0.00971266693646297,0.000625819104815671,0.3194698941863069,0.5339972190900565,3857.0396675746715,True,0.0006040851201706853,0.3530668988017148,0.531849773556184,3776.5645526918734,True,0.000643253290230769,0.34120602355075524,0.5188706670343268,3776.8325975373205,True,0.021736129364448353,0.03359700461540793,False,
ICL,2437,0.03487894952810833,5.2810290056761796e-05,0.11774416663759076,0.7993665808526526,5637.77410110519,True,6.213386854627472e-05,0.15178028335411742,0.7699077018142741,5248.93792528453,True,6.627163242834734e-05,0.13655145184409878,0.7679663546129836,5250.225286447852,True,0.018807285206508026,0.03403611671652666,False,
IDEAL,959,0.1908237747653806,0.0005215562392059869,0.23629005440517192,0.6076050037636673,1433.7822446823586,True,0.0007783793779362438,0.4833955198576234,0.5166044801423133,828.9075954192699,True,0.000793519915459258,0.34296172223798926,0.5204286389093541,839.3961222726247,True,0.10667166783281734,0.2471054654524515,False,
IDRT,1036,0.15926640926640925,0.0003321754560983289,0.19824263185845364,0.6479397158677818,1751.854022556522,True,0.0004031853514569363,0.39881431556702746,0.5911510291475912,1168.490279179236,True,0.000482699649467012,0.2879634239112971,0.5664379732888275,1175.1504278191128,True,0.08972079205284345,0.2005716837085738,False,
IDSM,912,0.19407894736842105,0.0004939952369615674,0.23320274470996905,0.6186988330550436,1365.9053277753496,True,0.0007550269886927966,0.4741561036952603,0.5258438963046972,781.3950348812052,True,0.0007431318626678691,0.33844205014429235,0.5357403786477646,790.9182916261368,True,0.1052393054343233,0.24095335898529124,False,
IDYM,1851,0.06699081577525662,5.0369980727064465e-05,0.15066525691258664,0.7981197248258693,3974.2172043689525,True,5.142317680502807e-05,0.21090449480160628,0.7782678726070452,3483.183107751959,True,6.587829866377222e-05,0.19246596623495643,0.7545956459279127,3492.49672072707,True,0.04180070932236979,0.06023923788901964,False,
IGIHL,2354,0.027612574341546302,4.743604484598078e-05,0.13203930385744686,0.7943335112917831,5490.305588748764,True,4.5766992614782885e-05,0.15265078646137822,0.7916815041533378,5200.36774524892,True,4.924150562512227e-05,0.14215546972291626,0.7877813681896924,5200.865494327486,True,0.010116165865469401,0.020611482603931364,False,
IGIL,1790,0.08659217877094973,4.2794831779633374e-05,0.0734102716431321,0.8974373837286802,3364.9225746100947,True,0.00010918631957829537,0.15026942172826768,0.8109043667209208,2759.547106005119,True,0.0002831509867313452,0.18218941788466,0.6585098114742064,2768.3352229610987,True,0.1087791462415279,0.07685915008513558,False,
ILP,1843,0.01410743353228432,7.373953635092454e-05,0.21522639094345725,0.6530735446129083,4498.238678792997,True,7.805843283111098e-05,0.24935431969577235,0.6293789982825547,4379.258579667361,True,7.808979964444459e-05,0.23591054042461418,0.6338413072660773,4380.105055408887,True,0.020684149481156933,0.0341279287523151,False,
IMAGE,1346,0.03789004457652303,0.00023057759929721224,0.1905427978502145,0.56578105504549,2842.4695528369293,True,0.0002631673489714453,0.25701892830037437,0.5146657170907513,2618.455423493185,True,0.0002782195301041683,0.2324802924168628,0.5035362067018059,2618.5814564714165,True,0.0419374945666483,0.06647613045015988,False,
IML,1059,0.08026440037771483,0.0007088731279276189,0.14490799188905568,0.48893376088334606,1818.9904330397167,True,0.0010217491932697216,0.24846129459793642,0.3427706298269374,1494.3119258274978,True,0.0012258545497741574,0.2143615382329716,0.2526001347260881,1495.1470659666757,True,0.06945354634391593,0.10355330270888075,False,
IMS,1731,0.14500288850375506,0.00020802528578203533,0.1587676377531553,0.7303211143881506,3042.857729370368,True,0.00022427133552539507,0.31689510924808517,0.6831048907517923,2140.9569175285014,True,0.0003246132784823459,0.2577978613205604,0.6289920583237352,2159.404933252349,True,0.09903022356740507,0.15812747149492987,False,
IMSL,879,0.1945392491467577,2.8587067797832526e-05,0.0752328934321699,0.9061708003268103,1631.0179472876957,True,0.0007857692269326168,0.6808642166815555,0.24005985252337042,1004.6892041794677,True,0.0009384483806395903,0.5293720344209447,0.14447826721901139,1019.3409196523681,True,0.45413914098877484,0.6056313232493856,False,
INDU,2473,0.009704811969268095,2.6907213468528856e-05,0.11368156824379295,0.7874290552468393,6786.562522461627,True,2.6191467715669844e-05,0.1208929697896998,0.7885160091345357,6666.642280830383,True,2.7336218687683776e-05,0.11924232046696784,0.7833443102178886,6668.856500696121,True,0.0055607522231748835,0.00721140154590684,False,
INIL,2471,0.03925536220153784,7.145892148974689e-05,0.10308580413442794,0.7969837935044032,5518.491847088974,True,7.631490915197888e-05,0.13584559896151732,0.7777764617099093,5094.931631824037,True,8.610525652950077e-05,0.12590556436590755,0.7648197766295886,5100.143487666182,True,0.022819760231479608,0.03275979482708938,False,
INKL,1067,0.12277413308341144,0.00021473077706060095,0.16646643258315574,0.7333674634227394,1822.1320216720192,True,0.00023859874577803587,0.2826988012309553,0.7006870751902221,1348.0322136882335,True,0.00031826235989640417,0.2301664677944748,0.662097959725556,1354.1559209231227,True,0.06370003521131906,0.11623236864779957,False,
IPAK,573,0.0034904013961605585,0.00022524940431178762,0.4342971034488391,0.16009775350337557,1430.3770562322752,True,0.0002279134532975694,0.45101933651139886,0.1514433723175465,1419.4598619383614,True,0.00022820937600044166,0.44987343551460945,0.15088999855495613,1419.4117352409892,True,0.01557633206577036,0.016722233062559766,False,
ISIL,1126,0.08614564831261101,2.6854166001122935e-17,0.04092667031880687,0.95853416428923,2354.162309461045,True,7.949282735903196e-06,0.10958129723294802,0.8904187027670349,1982.839371424538,True,5.9937306676982005e-15,0.04686760067232047,0.9531323993275793,1995.0508678715973,True,0.005940930353513604,0.06865462691414115,True,
ISL,2470,0.04331983805668016,7.938327954557474e-05,0.1260307349498922,0.7673638175944875,5493.040895768949,True,8.310037885887888e-05,0.17198145048386482,0.7444722186741504,5038.022067420843,True,0.0001027433740528432,0.16843252173364553,0.710272526685122,5048.839511117346,True,0.04240178678375334,0.04595071553397262,False,
ITTEFAQ,2282,0.02848378615249781,0.00020201739190638059,0.20280466295448157,0.6188170040108252,4677.100063175456,True,0.00021330189024936392,0.25523194713480724,0.5907395862918552,4407.77781311876,True,0.00022556900591575872,0.24054738133102765,0.5803262551301585,4408.973307824152,True,0.03774271837654608,0.05242728418032566,False,
JATM,1841,0.07658881042911461,9.850938586889133e-05,0.12048631784807469,0.8575162230561835,2603.85440421936,True,0.00016590104282205242,0.2003088800660852,0.7996911199334429,2125.964114758593,True,0.00018332103831690912,0.16573673465013694,0.8011398854036742,2122.6272042447763,True,0.04525041680206225,0.0798225622180105,False,
JDMT,1550,0.12064516129032259,0.00011147832534601828,0.12608920027088838,0.8150027103507484,2727.072644380599,True,0.00014195652581867378,0.21800938378718673,0.7725868636036828,2043.375323291368,True,0.0002852422982635949,0.20788375497715084,0.6766769125743164,2046.1531429369766,True,0.08179455470626246,0.09192018351629835,False,
JDWS,1608,0.05783582089552239,1.2620651575004281e-05,0.13262560779930177,0.8595277517611126,3615.31294826987,True,1.8045146600119387e-05,0.17038634664886937,0.8296136533510932,3237.6471766280392,True,1.920532927440376e-05,0.1651087228297918,0.8252540014053387,3238.463144177477,True,0.032483115030490034,0.0377607388495676,False,
JGICL,1762,0.022701475595913734,9.241378579073318e-05,0.19029808873186216,0.6939974585314279,3938.550005530658,True,0.00010039717464232525,0.22556847820264964,0.6686572040785814,3767.314431818964,True,0.00011491861540660359,0.22964992853256241,0.6374248529909654,3772.2796400597213,True,0.039351839800700256,0.03527038947078748,False,
JKSM,1208,0.13493377483443708,0.00010474646344948155,0.13205447707747203,0.8240873479840716,2025.496972109625,True,0.00014608739734306954,0.2136899980781517,0.786310001921656,1443.3507275044494,True,0.00015817789888618333,0.16084698161021677,0.7895368232175937,1446.1664946132296,True,0.028792504532744734,0.08163552100067967,False,
JLICL,2081,0.0312349831811629,0.00011885160414619943,0.18116033060636838,0.6600777199730596,4662.7010292681625,True,0.00012441938903798479,0.2385085445630034,0.6295219821012412,4388.676650660705,True,0.0001420334384047714,0.22764768194209833,0.6018908769921993,4395.546708413506,True,0.046487351335729954,0.05734821395663503,False,
JOPP,1105,0.21447963800904976,4.72257986102662e-19,0.224176351548769,0.7706494749467931,2107.5250446126647,True,3.647954449544126e-18,0.23103208282764798,0.7689679171723416,1209.3252497276424,True,9.189315131488933e-18,0.2445461190745047,0.7554538809253479,1253.1013043750804,True,0.020369767525735688,0.006855731278878979,True,
JSBL,2397,0.005840634125990822,8.975022929703804e-05,0.1181717729238243,0.7976175851505471,4945.7524184952335,True,9.410062778904052e-05,0.1267050221431793,0.7883731420271243,4884.46827575635,True,9.525041130785961e-05,0.1234409923959944,0.7887136299267311,4884.2750148154155,True,0.0052692194721701,0.008533249219355,False,
JSCL,2475,0.04323232323232323,7.780097882868767e-05,0.1317570146046051,0.7912817413792348,5168.730325603532,True,8.938253513221777e-05,0.1765909119880958,0.761110189593867,4719.3303745173835,True,0.00010341343510168651,0.1604976575985522,0.7487082263425018,4720.1736542682165,True,0.028740642993947102,0.044833897383490695,False,
JSGCL,1550,0.11290322580645161,0.0004056383003816232,0.22609385904629334,0.4865441023044377,2947.08579196496,True,0.00043501716523532336,0.3857907611043307,0.46443291077485827,2288.822883118049,True,0.00044404049639110426,0.3265278161679036,0.45132044802800464,2308.1113644028183,True,0.10043395712161027,0.15969690205803735,False,
JSIL,1650,0.04787878787878788,6.097957251391389e-05,0.15341234557823058,0.8145363061484905,3110.1546082983004,True,5.5690800158104126e-05,0.2006703768387467,0.7987918027343748,2813.0194440478494,True,9.608690713157507e-05,0.18722434567855656,0.7651836854033134,2805.7498243484188,True,0.03381200010032598,0.047258031260516115,False,
JSML,2045,0.0958435207823961,0.00025795416537245555,0.1816570776651976,0.6312325924733784,3906.011861309702,True,0.0003033584962518084,0.314259235827442,0.570439165577377,3153.0983599308756,True,0.00039622129659229953,0.279574880803564,0.49875389762226263,3167.754391531926,True,0.09791780313836643,0.13260215816224438,False,
JUBS,1858,0.07642626480086114,0.00011816401819657812,0.06965163094624628,0.9027654011631949,2541.3135971132474,True,0.000918849386943518,0.30125452375579276,0.5680143237658075,2079.973657528552,True,0.0011766179308697628,0.31091452844530587,0.48081481217842315,2106.8762865535928,True,0.2412628974990596,0.2316028928095465,False,
JVDC,2116,0.048676748582230624,8.996148697347294e-05,0.15699201863524698,0.7308574945961371,4658.076029780247,True,9.551107639592531e-05,0.20848248902477295,0.708248477699075,4213.24138795104,True,0.00010527004931087393,0.18117508019463469,0.7030196061397679,4212.561007839557,True,0.02418306155938771,0.05149047038952598,False,
KAPCO,2459,0.011793411956079707,3.4847280400243084e-05,0.20890651509364894,0.7043574548896596,6590.636605971073,True,3.722447374766503e-05,0.24183666981756657,0.6811920677477308,6453.44127213756,True,3.819774901491964e-05,0.22784952517792675,0.681261355491021,6451.225329427463,True,0.018943010084277817,0.03293015472391764,False,
KEL,2476,0.0004038772213247173,4.720357851587986e-05,0.13309699558521026,0.8239710945170401,5375.328939733294,True,4.676195886275962e-05,0.13317420525683088,0.8246547657809218,5370.4588694642,True,4.6999710501085715e-05,0.13322228342630382,0.8242472700883352,5370.307220977629,True,0.00012528784109355762,7.720967162061498e-05,False,
KHTC,2284,0.09369527145359019,0.00020531169032389116,0.2580232238143666,0.5307653851791692,4839.748388547919,True,0.00023080147680462095,0.47526275416370156,0.4521329546635958,3995.54496168962,True,0.0003044640659745134,0.4150942933494767,0.3653026095793299,4018.9704664908922,True,0.15707106953511007,0.21723953034933496,False,
KML,1713,0.1039112667834209,0.00018611627002037596,0.17509302113705488,0.6920890210012418,3279.876361224391,True,0.00031239895511123394,0.3426905614732422,0.5530897293771837,2593.278760228989,True,0.0003544407195963308,0.27963971092621387,0.5284237967083814,2600.518564429963,True,0.10454668978915899,0.1675975403361873,False,
KOHC,2468,0.033630470016207455,7.879197452407259e-05,0.16998719234978366,0.708499758085259,5724.838612579575,True,7.833549377685109e-05,0.21570354096600403,0.6932343611654416,5367.945132446477,True,9.240183267848271e-05,0.20995457315539437,0.6638756738708895,5378.6972011562275,True,0.039967380805610714,0.04571634861622037,False,
KOHE,2241,0.01606425702811245,4.22526393348553e-05,0.261900741684865,0.67762900159285,5761.53680613946,True,4.348905833159146e-05,0.3022086461912255,0.660458505221313,5596.4204397908425,True,4.654376252335522e-05,0.2746929977318391,0.6580571569838354,5587.561548868866,True,0.012792256046974093,0.040307904506360515,False,
KOHP,2167,0.044300876788186436,0.00024370208328262637,0.16859573611251377,0.7769432414524764,3104.7496191496666,True,0.00033005705489271757,0.2521749315461691,0.7114792369883185,2785.5298795237136,True,0.00047868139011646323,0.2565646472167319,0.6521880557137008,2796.5336635358935,True,0.08796891110421812,0.08357919543365533,False,
KOHTM,1227,0.1687041564792176,0.00012320384566594445,0.16845139159779526,0.7760555639961795,2100.5457820163424,True,0.0002312469422918531,0.32664496784640373,0.6733550321535624,1390.5031022903752,True,0.0002830878478194739,0.2898822565612771,0.6318386007961458,1408.0186996219568,True,0.12143086496348182,0.15819357624860847,False,
KOIL,2366,0.03761622992392223,0.0004000834379143886,0.24615257497381615,0.5461234167009181,4234.891150057384,True,0.00038774289380495285,0.33475852680116214,0.526038520026872,3923.5121133556113,True,0.0004362764567722089,0.3136422870371026,0.4970185941582206,3941.5352940391845,True,0.06748971206328647,0.08860595182734599,False,
KOSM,2473,0.005661140315406389,0.00017531445963793848,0.194436166811006,0.7401385314260274,4308.163865914537,True,0.00017302861481000237,0.20276373401819597,0.7382652665783129,4254.552326060748,True,0.00017836028430108066,0.1998761863439649,0.7357649405726759,4252.915505023905,True,0.00544001953295889,0.008327567207189968,False,
KPUS,1076,0.258364312267658,6.279466646305968e-05,0.24141150335657774,0.7506909287696824,1814.401635230276,True,0.00018050385073934658,0.3597258482337209,0.6402741517662743,910.1462486731872,True,0.00015516127607623806,0.38189992402920464,0.6085523629394459,973.7123192683497,True,0.1404884206726269,0.11831434487714315,False,
KSBP,2087,0.06660277910876856,0.00010330693419281686,0.16201574241892963,0.7359096677503529,4366.097857519042,True,0.00011472049679677658,0.25116879343553705,0.6921277768581267,3804.002637789397,True,0.00015923643173555127,0.22289938577383644,0.6461760316909889,3809.5244287058,True,0.06088364335490681,0.08915305101660742,False,
KSTM,1021,0.09598432908912831,4.815878378140872e-05,0.0830356046498231,0.911778801003759,1187.7968486802536,True,0.00011412156196936645,0.11434629808612165,0.8856537019138166,878.5572149020919,True,0.00012306725054947378,0.10348419991727004,0.881696559418883,868.053604299201,True,0.02044859526744694,0.03131069343629855,False,
KTML,2358,0.02883799830364716,2.3063484885358657e-05,0.0684203171898487,0.9034015006959317,5139.672538707817,True,2.4029177588918597e-05,0.08138903073366938,0.8959230994660046,4844.881759833031,True,3.0138815385698754e-05,0.07808588909734399,0.8872608906205928,4846.807415366723,True,0.009665571907495285,0.012968713543820676,False,
LCI,2440,0.012704918032786885,4.360629143618084e-05,0.1352534230916667,0.7391911507895221,6400.825094982782,True,4.18726124839004e-05,0.14510246174229074,0.7430313085240082,6245.666316638767,True,4.349214045894761e-05,0.1397353417865288,0.7393478356434037,6245.065544609241,True,0.004481918694862086,0.009849038650624031,False,
LEUL,2041,0.1464968152866242,6.852463897197086e-05,0.1151047474155617,0.8566105596335589,3403.7870829368403,True,0.00016249030459980295,0.2282935944587503,0.77170640554112,2340.574024569575,True,0.00026812531899230146,0.20056631816461865,0.7164409445727916,2344.0384135898403,True,0.08546157074905694,0.1131888470431886,False,
LIVEN,1375,0.184,3.735529836219896e-05,0.13855068768456213,0.8555706853235658,2059.7195184286493,True,8.976882235235651e-05,0.1919221081232295,0.8080778918767693,1242.931740895965,True,5.47937297861054e-05,0.17790369941239706,0.8194365772719265,1275.2118887319236,True,0.039353011727834925,0.053371420438667355,False,
LMSM,936,0.24252136752136752,0.0002554777226072603,0.12409059830089386,0.8248131114882915,1187.557150677752,True,0.0005463142800417287,0.2661225444654285,0.7338774555345657,489.51238023824783,True,0.0006659355420464172,0.19318161612579304,0.7306785738437727,494.25454476015193,True,0.06909101782489918,0.14203194616453463,False,
LOADS,2447,0.046587658357172046,9.282575016620149e-05,0.14638782494912014,0.752628630766222,5246.717743858535,True,9.684247928027487e-05,0.18838017146017855,0.7370096168960225,4755.683287742312,True,0.00012146314496850247,0.1745579432267996,0.7077116301826178,4758.433488465971,True,0.028170118277679457,0.041992346511058404,False,
LOTCHEM,2471,0.017806556050182113,6.0791188165747084e-05,0.13514227884926538,0.775995392417319,5683.425277612577,True,8.285119633846535e-05,0.18648970946922044,0.708824367235682,5486.052984754966,True,9.980584474384432e-05,0.18669939095510424,0.6757229581768003,5484.539984788966,True,0.051557112105838854,0.05134743061995506,False,
LPGL,1454,0.21182943603851445,7.577735193046122e-05,0.19396815787902796,0.7770809873005402,2503.2633477008767,True,0.00016979921547221854,0.3162882976410829,0.6837117023589141,1444.99599790341,True,0.00018558231044393559,0.3218760417483585,0.6428189796093919,1476.1530915027954,True,0.12790788386933052,0.12232013976205494,False,
LPL,2435,0.01971252566735113,6.162211693995537e-05,0.15883254550892167,0.7428503996987584,5749.955946815015,True,7.62066347353831e-05,0.2102831198974572,0.6886511732830807,5535.369922720023,True,7.984602284548602e-05,0.19523607272899013,0.6861240077239266,5534.5317952722535,True,0.036403527220068455,0.051450574388535536,False,
LSECL,577,0.01386481802426343,0.0007119546204184275,0.29712543340306163,0.32046367799721237,1033.6161331579988,True,0.0007429527507464442,0.3628136601026749,0.2776791480839015,1003.3565392928684,True,0.0007756237884254875,0.3459850154095669,0.2621845628925488,1004.2202871992072,True,0.04885958200650525,0.06568822669961327,False,
LSEFSL,569,0.10896309314586995,0.0019323157996334705,0.34279054886421173,0.10998806030442514,828.8392286852412,True,0.0020281579665028444,0.655257579205407,0.08703841306191239,625.0869841128673,True,0.0021004456215271434,0.5263537898613027,0.07572693987163336,631.5737866357633,True,0.18356324099709093,0.3124670303411952,False,
LSEVL,783,0.022988505747126436,0.0005391562103322168,0.17775821923467622,0.4941333288901537,1419.3504926041323,True,0.000559434249888678,0.21517985153835978,0.4745223578500463,1346.6252614991024,True,0.0005828712310519996,0.2053816997790519,0.4602389338454055,1348.29473866405,True,0.02762348054437569,0.03742163230368356,False,
LUCK,2467,0.012971220105391163,3.0389076760757788e-05,0.11645597372357108,0.8164670317889519,6166.5113658892205,True,3.0379344822693573e-05,0.1275023884085841,0.8119242754045116,6016.61979783918,True,3.631042980894025e-05,0.13493587100829968,0.7885282019426929,6018.36154291339,True,0.018479897284728597,0.011046414685013023,False,
MACFL,2283,0.09899255365746824,3.012684540815319e-05,0.09446634522736563,0.8808219366249297,4595.449723759177,True,5.0408550483927684e-05,0.18155391232888096,0.8184460876710749,3716.843577008123,True,6.238051644319495e-05,0.15517431667491335,0.8078301396251641,3736.255183949307,True,0.06070797144754772,0.08708756710151533,False,
MACTER,1457,0.10844200411805079,3.52895229878329e-05,0.09968697865772472,0.8758822702642297,2832.026290444925,True,4.8496742539390575e-05,0.16124882015542263,0.838751179844399,2233.1529799427917,True,5.64660626549625e-05,0.14127647608888544,0.8303466113554863,2239.6434003862687,True,0.04158949743116072,0.06156184149769792,False,
