symbol,n,censor_rate,alpha_n,beta_n,nu_n,ok_n,alpha_c,nu_c,ok_c,alpha_l,beta_l,nu_l,ok_l,alpha_gap,alpha_gap_partial,at_boundary,error
AGIC,2080,0.019230769230769232,0.2257264295275233,0.7248154176209329,4.353058868700577,True,0.3318749457811123,3.3364126519650803,True,0.48423672673280155,0.1459418929640413,3.2397194045017796,True,0.25851029720527824,0.10614851625358901,False,
AGIL,2168,0.03413284132841329,0.26212752742834844,0.6795586738648896,3.262963472871675,True,0.39010425226557555,2.6761560244603597,True,0.25438349898073187,0.5409688126095574,2.761902018831357,True,-0.007744028447616569,0.1279767248372271,False,
AGL,2475,0.030303030303030304,0.34071690982944547,0.6592830901705231,2.938224484482763,True,0.37928288757304995,2.744412403296125,True,0.2773293448152113,0.5952632728125069,2.827593004999229,True,-0.06338756501423415,0.038565977743604485,True,
AGP,2111,0.02700142112742776,0.2335242304865588,0.6795481707995802,3.7844347610041975,True,0.3483856171185934,2.9364421734357347,True,0.21053773205606868,0.647354264819709,3.130909340124025,True,-0.02298649843049011,0.1148613866320346,False,
AGSML,1964,0.0274949083503055,0.2318852052002338,0.7052983262202318,3.933404431624266,True,0.3361799811689022,3.129811408323414,True,0.2926010966989929,0.5015113246583955,3.3320209908419427,True,0.06071589149875911,0.10429477596866837,False,
AGTL,2441,0.021712412945514133,0.33986394549146703,0.6245635208470363,3.1972559795865516,True,0.42770870160478763,2.873209106270845,True,0.44476026142307934,0.3189157205724398,2.8887575789203153,True,0.1048963159316123,0.0878447561133206,False,
AHCL,2312,0.022923875432525952,0.272051189681331,0.6324004159112561,4.454588778588274,True,0.3974263040461651,3.353136420704711,True,0.29590382878803007,0.5783652408098807,3.6407914941512374,True,0.023852639106699047,0.12537511436483406,False,
AHL,2447,0.0469963220269718,0.25509830018819446,0.6741290831725114,4.564204203910854,True,0.3652843730322851,3.27733686969043,True,0.283796864444816,0.6085549222873742,3.16145940021042,True,0.02869856425662154,0.11018607284409065,False,
AICL,2442,0.014742014742014743,0.21246771787834468,0.6455131938711853,4.240713841916736,True,0.2656934853385745,3.4456788785945616,True,0.20833938216881182,0.6005210858018533,3.703644607682783,True,-0.00412833570953286,0.053225767460229834,False,
AIRLINK,1239,0.03066989507667474,0.2975200922640289,0.649912341282177,3.7666000004465157,True,0.36616974287187476,3.131508882712266,True,0.28141172979089,0.6069067761627018,3.211340406110322,True,-0.016108362473138904,0.06864965060784584,False,
