symbol,n,censor_rate,omega_n,alpha_n,beta_n,ll_n,ok_n,omega_c,alpha_c,beta_c,ll_c,ok_c,omega_l,alpha_l,beta_l,ll_l,ok_l,alpha_gap,alpha_gap_partial,at_boundary,error,regime
AKDHL,514,0.033073929961089495,4.997586425477915e-05,0.08495587969392607,0.8605667695875888,1084.4296915871773,True,5.304037751933869e-05,0.10707942479708474,0.8482231680732077,1010.944546537883,True,6.019460698472606e-05,0.09931532598189938,0.8413643825883975,1012.3821309040903,True,0.01435944628797331,0.02212354510315867,False,,10.0%
AKDSL,407,0.09090909090909091,5.1225735457524876e-05,0.08246378732581688,0.9084817617030327,526.6833780891641,True,5.85306741513118e-05,0.0823542306893762,0.9176457693105835,404.05544986919176,True,5.5868021135396365e-05,0.07556818180585258,0.9155770417392161,402.09500967677167,True,-0.006895605519964307,-0.00010955663644068858,False,,5.0%
AKDSL,666,0.04954954954954955,2.215463231194642e-05,0.05429682984667436,0.9311167868580845,1183.0475593256688,True,2.1596111925977395e-05,0.06857455663112702,0.924773079050047,1052.632304635116,True,2.3753464946384705e-05,0.05720311701349251,0.9287672980828762,1054.4675060897753,True,0.00290628716681815,0.01427772678445266,False,,7.5%
AKDSL,543,0.03867403314917127,5.660478468831853e-05,0.12911781364508246,0.826788545162312,1102.5373349417182,True,5.72992314236537e-05,0.15012512361276073,0.8227688411417828,1010.1944810386623,True,5.764649989392676e-05,0.1287664124751649,0.8312373735852664,1009.7686063535358,True,-0.00035140116991755344,0.021007309967678273,False,,10.0%
AKGL,400,0.0325,0.0008136080717502069,0.36987893787574,5.325106615382348e-14,795.7508733580988,True,0.0008739602167218482,0.4347431280413423,4.978992486110988e-14,742.1966847626492,True,0.0008723773855242326,0.41141889044246704,4.989830801267381e-14,745.249589384447,True,0.041539952566727045,0.0648641901656023,False,,10.0%
ALAC,679,0.010309278350515464,4.658191841951411e-05,0.10310125430249166,0.8823927195083623,1092.618164157967,True,4.4915138140171935e-05,0.1054773886624222,0.8830811760462767,1064.894591264468,True,4.666229273626142e-05,0.10171234387298259,0.8838463415447572,1063.6720916751815,True,-0.0013889104295090743,0.0023761343599305457,False,,7.5%
ALAC,526,0.053231939163498096,0.0004873119512260808,0.1859289178888698,0.5624298865891793,921.3551718541933,True,0.0005270182157455924,0.30114033603520607,0.5098187392556657,816.4811478494028,True,0.0005840705305948056,0.27942084420449187,0.4769859843870139,822.2080156710126,True,0.09349192631562206,0.11521141814633626,False,,10.0%
ALIFE,420,0.05238095238095238,7.232122262405228e-05,0.15562781285493638,0.7979344980376463,793.000336769727,True,6.723274852505121e-05,0.19364231854612537,0.789388915141364,708.51737994944,True,0.00010723835785345094,0.18716982582189962,0.7510528936145413,707.9014293530295,True,0.03154201296696324,0.038014505691189,False,,7.5%
ALIFE,536,0.014925373134328358,0.0001393569997530343,0.12369076526360384,0.7409392671780741,1093.892138592311,True,0.00013661745948728856,0.13826275490673456,0.7379908853785895,1059.3474032145034,True,0.0001435127254402124,0.1332148783943241,0.7322491688341579,1059.1653981031288,True,0.009524113130720269,0.014571989643130723,False,,10.0%
ALNRS,422,0.16113744075829384,0.0004019969264410603,0.2415796305848214,0.3651038162157314,862.7463339548791,True,0.000583142140064855,0.4352844653721383,0.2747398185732219,590.8519295488127,True,0.0005523570584136258,0.2739847758773033,0.33905288581791415,590.581617526143,True,0.032405145292481896,0.19370483478731687,False,,5.0%
